France,March 2025,Distribution Losses,Electricity,3668.348,GWh
France,March 2025,Final Consumption (Calculated),Electricity,37788.4033,GWh
France,March 2025,Net Electricity Production,Wind,4004.6471,GWh
Germany,March 2025,Net Electricity Production,Electricity,41511.9022,GWh
Germany,March 2025,Net Electricity Production,Hydro,1799.5827,GWh
Germany,March 2025,Net Electricity Production,Total Combustible Fuels,23739.1287,GWh
Germany,March 2025,Net Electricity Production,"Coal, Peat and Manufactured Gases",11014.7387,GWh
Germany,March 2025,Net Electricity Production,Oil and Petroleum Products,522.4407,GWh
Germany,March 2025,Net Electricity Production,Natural Gas,8022.352,GWh
Germany,March 2025,Net Electricity Production,Combustible Renewables,3675.3518,GWh
Germany,March 2025,Net Electricity Production,Geothermal,17.1882,GWh
Germany,March 2025,Net Electricity Production,Other Combustible Non-Renewables,504.2456,GWh
Germany,March 2025,Net Electricity Production,Solar,7842.3476,GWh
Germany,March 2025,Net Electricity Production,Not Specified,131.7468,GWh
Germany,March 2025,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",21316.3785,GWh
Germany,March 2025,Total Imports,Electricity,6501.1166,GWh
Germany,March 2025,Total Exports,Electricity,4663.7053,GWh
Germany,March 2025,Used for pumped storage,Electricity,996.2147,GWh
Germany,March 2025,Distribution Losses,Electricity,2136.4637,GWh
Germany,March 2025,Final Consumption (Calculated),Electricity,40216.635,GWh
Germany,March 2025,Net Electricity Production,Wind,7981.9083,GWh
Greece,March 2025,Net Electricity Production,Electricity,3981.6338,GWh
Greece,March 2025,Net Electricity Production,Total Combustible Fuels,1931.8325,GWh
Greece,March 2025,Net Electricity Production,Hydro,209.9225,GWh
Greece,March 2025,Net Electricity Production,"Coal, Peat and Manufactured Gases",177.4535,GWh
Greece,March 2025,Net Electricity Production,Oil and Petroleum Products,258.5227,GWh
Greece,March 2025,Net Electricity Production,Natural Gas,1435.4808,GWh
Greece,March 2025,Net Electricity Production,Combustible Renewables,56.8662,GWh
Greece,March 2025,Net Electricity Production,Other Combustible Non-Renewables,3.5093,GWh
Greece,March 2025,Net Electricity Production,Solar,797.0068,GWh
Greece,March 2025,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",2106.6674,GWh
Greece,March 2025,Total Imports,Electricity,352.0365,GWh
Greece,March 2025,Total Exports,Electricity,388.0514,GWh
Greece,March 2025,Used for pumped storage,Electricity,94.5805,GWh
Greece,March 2025,Distribution Losses,Electricity,514.906,GWh
Greece,March 2025,Final Consumption (Calculated),Electricity,3336.1324,GWh
Greece,March 2025,Net Electricity Production,Wind,1042.872,GWh
Hungary,March 2025,Net Electricity Production,Electricity,3220.2533,GWh
Hungary,March 2025,Net Electricity Production,Nuclear,1284.2708,GWh
Hungary,March 2025,Net Electricity Production,Total Combustible Fuels,950.9711,GWh
Hungary,March 2025,Net Electricity Production,Hydro,19.7536,GWh
Hungary,March 2025,Net Electricity Production,"Coal, Peat and Manufactured Gases",102.4312,GWh
Hungary,March 2025,Net Electricity Production,Oil and Petroleum Products,2.4734,GWh
Hungary,March 2025,Net Electricity Production,Natural Gas,598.1791,GWh
Hungary,March 2025,Net Electricity Production,Combustible Renewables,224.8033,GWh
Hungary,March 2025,Net Electricity Production,Other Combustible Non-Renewables,23.0842,GWh
